Title,Date,Link,Content
黄金亚市早盘微跌 本周多项重磅数据须予关注,2018年1月22日,https://cn.investing.com/news/commodities-news/article-507712,"  周一，黄金亚市早盘微跌。市场等待参议院今日投票结果，以结束美国政府关门。
截至美国东部时间周日22:37（北京时间周一11:37），纽约商品期货交易所Comex 2..."
期货 - 美国住房数据好淡不一，黄金几乎未变,2015年10月20日,https://cn.investing.com/news/commodities-news/article-174980," 周二数据显示美国9月房屋开工增长超预期，但营建许可下跌超预期，给经济描绘了一幅喜忧参半的画面，加大了美联储加息时间不确定性。
美国早盘，纽交所大宗商品交易不12月黄金..."
期货 - 美国数据发布，黄金涨幅加大，耶伦讲话在即,2015年9月24日,https://cn.investing.com/news/commodities-news/article-173264," 周四美国好淡不一数据加大了美联储加息时间不确定性，黄金期货走高。
美国早盘，纽交所大宗商品交易不12月黄金升$5.90，升幅0.52%，报$1,137.40。
昨日..."
黄金/白银/铜期货 – 一周展望： 11月28日到12月2日,2016年11月27日,https://cn.investing.com/news/commodities-news/article-203041," 周五由于对美联储升息的预期继续给美元以提振，黄金期货近9个月低点。
纽交所12月黄金跌0.53%至2月5日以来最低$1,183.00美元。
由于对特朗普增加财政开支..."
金价创1周新高 美元疲弱和中国需求推高黄金价格,2018年2月14日,https://cn.investing.com/news/commodities-news/article-508869," 周三，黄金亚盘走高。市场聚焦美国CPI，以寻找美联储今年加息步伐的可能线索。
截至北京时间11:48，纽约商品期货交易所Comex 年率为1.9%。
隔夜方面，受到..."
警惕盘整风险！黄金多头头寸连续4周增加并创6周新高,2018年1月17日,https://cn.investing.com/news/commodities-news/article-507482," 由于美元走弱加强了对以美元计价的贵金属需求，黄金周三亚盘上涨。
纽约商品期货交易所Comex 2月黄金期货涨0.51%，报1,343.90美元/盎司。
隔夜方面，黄..."
黄金今日关注：本周市场迎来重磅数据 多空双方分歧严重,2018年7月30日,https://cn.investing.com/news/commodities-news/article-521615,"英为财情 近期现货黄金表现疲弱，维持在1220美元附近徘徊，目前报1221.36美元/盎司，跌0.14%. 上周，金价仍受到美元走势主导。
在消息面上，得益于消费者支出..."
黄金今日关注：涨势有望延续？华尔街及普通投资者均看涨本周金价,2018年7月9日,https://cn.investing.com/news/commodities-news/article-519927,"英为财情 现货黄金周一亚洲早盘开盘后，小幅拉涨，目前报1258.32美元，虽然上周黄金多次冲击1260并未成功，但是周线依然在连跌后首次收涨。
黄金上涨主要得益于美元下..."
黄金今日关注：避险属性缺失金价接连下挫 后市多头或仍有支撑,2018年6月22日,https://cn.investing.com/news/forex-news/article-518670,"英为财情 现货黄金周五在亚洲早盘期间一度冲高至1270美元，但随后仍回落至1270整数关口下方交投。目前报1267.51美元/盎司，涨0.03%. 
目前市场内沸沸扬扬..."
黄金今日关注：4个月累计跌逾10% 金价后市或仍承压,2018年8月9日,https://cn.investing.com/news/commodities-news/article-522504,英为财情 周四亚洲早盘现货黄金维持在昨日收出的点位附近徘徊，周三现货金价美盘最高升至1215.86美元/盎司，终收 1213.80美元/盎司，上涨2.44美元，涨幅0.2...
黄金亚市早盘上涨 市场关注大中华地区农历新年需求,2018年2月12日,https://cn.investing.com/news/commodities-news/article-508742," 周一，黄金亚市早盘上涨。日本金融市场因假日休市，由于中国农历新年本周来临，市场关注大中华地区需求。
纽约商品期货交易所Comex 4月黄金期货上涨0.74%，报1,3..."
外汇 - 市场押注美联储推迟升息，黄金至1200美元以上,2016年2月11日,https://cn.investing.com/news/commodities-news/article-182965," 周四由于对美联储今年加息能力的疑惑，欧洲盘口，黄金指5月以来最高。
截至08:00GMT，即3:00AM ET，纽交所大宗商品交易部4月交割的黄金升至几乎9个月高点1..."
黄金今日关注：特朗普抱怨美元太强 金价借机反弹,2018年8月21日,https://cn.investing.com/news/commodities-news/article-523378,"英为财情 周二亚洲早盘现货黄金继续小幅反弹至1194美元/盎司，随后小幅下跌，截至目前，金价报1193.18美元/盎司。
消息面上，最受关注的是特朗普抱怨美联储主席鲍威..."
期货 - 英国退欧焦虑，黄金升1%至2014年3月以来最高,2016年7月6日,https://cn.investing.com/news/commodities-news/article-193014," 周三黄金期货欧市走高，至2014年三月以来最高，因英国退欧后全球增长不确定性使得投资者追捧避险资产。
纽交所大宗商品交易部8月交割的黄金升逾1%逾两年高点1,373...."
特朗普阿富汗计划维持在该地区驻军，黄金亚市走低,2017年8月22日,https://cn.investing.com/news/commodities-news/article-499866," 特朗普在16年后再次在阿富汗驻军，但承诺采取更加坚定和务实的做法以支持喀布尔政府并与巴基斯坦等盟国合作。
纽交所12月交割的黄金期货跌0.17%报$1,294.51美..."
杰克森霍尔会议令人失望，美元走弱，黄金亚市上扬,2017年8月28日,https://cn.investing.com/news/commodities-news/article-500173," 周一市场消化周末怀俄明杰克森霍尔会议上央行行长讲话，同时关注飓风哈维对于增长前景的影响，黄金亚市走高。
12月黄金升0.14%报$1,299.66美元。
本周美国8..."
本周关注美联储官员讲话：美元跌跌不休 黄金获支撑,2017年11月27日,https://cn.investing.com/news/商品-期货新闻/article-504957," 现货黄金亚市早盘交投于1288美元/盎司附近，由于本周美元持续弱势，本周多数投资者对黄金仍然较为看好，关注金价本周会否突破1300美元/盎司阻力位。
调查显示，19位..."
美国就业数据在即，市场关注美元走势，黄金亚市走低,2017年8月3日,https://cn.investing.com/news/commodities-news/article-499000," 周四市场关注本周末美国非农就业，美元走势为焦点，金价亚市下跌。
纽交所8月交割的黄金期货跌0.76%报$1,262.16美元。
周三ADP数据不及预期，美元跌至年内..."
市场等待美国税改方案，耶伦讲话受关注，亚市黄金下跌,2017年9月27日,https://cn.investing.com/news/commodities-news/article-501757,"市场预计特朗普政府将推出税改计划，同时耶伦的讲话被视为更为鹰派，周三投资者保持观望，亚市黄金下跌。
纽交所12月交割的黄金期货跌0.27%报$1,298.20美元。
..."
避险情绪成黄金亚市主旋律 下周美联储会议或是多头建仓良机,2018年3月15日,https://cn.investing.com/news/commodities-news/article-510797,"  现货黄金昨日虽然震荡走弱结束“三连涨”，但今日亚盘受到避险情绪支持，黄金目前报1327美元，涨0.16%.
周三白宫确认，特朗普政府正寻求将..."
地域危机支撑黄金多头 但美债收益率飙涨令金价隐忧暗藏,2018年5月22日,https://cn.investing.com/news/commodities-news/article-516100,"英为财情  现货黄金今日亚洲早盘开盘持稳，但是目前有所回落，在1290关口一线徘徊。报1290.15美元/盎司，跌0.19%. 
中美贸易战担忧退却，美元周一维持上周强..."
黄金今日关注：美元强势金价承压 连续9个交易日累跌50美元,2018年6月28日,https://cn.investing.com/news/commodities-news/article-519104,英为财情 现货黄金今日亚洲早盘继续在1250美元上方徘徊，向下逼近1250关口。目前报1253.53美元/盎司。在美元持续强势的背景下，黄金市场面临巨大压力，过去九个交易...
黄金今日关注：多次突破未果 金价继续保持区间震荡走势,2018年6月15日,https://cn.investing.com/news/commodities-news/article-518160,英为财情 现货黄金今日亚洲早盘维持在1300美元上方震荡，金价周四一度拉涨至近1310美元，但是随后回落。虽然美元强势在一定程度上压制金价，但是受到贸易战担忧的支撑，金价...
期货 - 市场等待美联储下周会议决议，黄金亚市下跌,2017年12月7日,https://cn.investing.com/news/commodities-news/article-505526," 市场等待美联储下周政策观点以及美国年底前通过税改法案如何进展，周四亚市油价走低。
纽交所2月交割的黄金期货跌0.03%报$1,265.70美元。
特朗普总统打破美国..."
黄金今日关注：金价触底在即？关注美联储利率决议及ADP数据,2018年8月1日,https://cn.investing.com/news/commodities-news/article-521865,英为财情 周二是现货黄金本月的最后一个交易日，市场波动明显加剧，但是在多空交战以后，以多方败阵收场，最终收出连续第四个月的月线下跌，这同时也是2013年以来，黄金创出的最...
黄金今日关注：鲍威尔鸽派讲话助金价反弹 底部已至？,2018年8月27日,https://cn.investing.com/news/commodities-news/article-523846,英为财情 周一亚洲早盘，现货黄金维持在周五突破的1200美元关口附近徘徊。上周五，美联储主席鲍威尔的讲话被市场解读为鸽派，致美元指数遭到重创，黄金则趁机接连突破1200美...
黄金今日关注：金价跌跌不休 后市趋势仍难言乐观,2018年8月15日,https://cn.investing.com/news/commodities-news/article-522945,"英为财情 周三现货黄金维持在昨日收出的低位交投，目前报1192.63美元/盎司，跌0.12%.
土耳其里拉在连续下跌四个交易日以后，终于在周二止跌回涨，新兴市场货币也相..."
短暂休整后再拉升 机构预测黄金今年涨至1600美元,2018年1月5日,https://cn.investing.com/news/商品-期货新闻/article-506857, 现货黄金亚盘早盘开于1322.97美元高位，连日来的上涨在周三短暂休息后，周四继续上攻，美盘最高上探至1326.06美元，以此收复了因“鹰派”美...
市场聚焦美联储和特朗普讲话，黄金亚市温和上扬,2017年2月27日,https://cn.investing.com/news/commodities-news/article-208578," 周一亚市，黄金小幅走高，美联储为焦点，同时周二特朗普总统在国会的讲话被视为央行观点的关键。
纽交所大宗商品交易部4月交割的黄金升0.12%报$1,258.65美元。
..."
黄金今日关注：金价维持区间震荡 后市空头或仍强势,2018年8月10日,https://cn.investing.com/news/commodities-news/article-522608,英为财情 周五现货黄金并未有较大波动，仍维持在此前的1210美元/盎司上下徘徊。上日美元再次强势上涨，升至7月20日以来新高，不过黄金仅小幅下挫，金价目前报1212.15...
黄金今日关注：“恐怖数据”打压金价 关注鲍威尔证词,2018年7月17日,https://cn.investing.com/news/commodities-news/article-520617,英为财情 今日亚洲早盘现货现货黄金在上日低点位置徘徊，未能守住前日收复的1240美元关口，目前跌至1237美元/盎司位置交投。周二金价一度最高触及1248美元，但在美国零...
区域政治危机助推 黄金雄赳赳气昂昂迈上一千三,2018年1月2日,https://cn.investing.com/news/商品-期货新闻/article-506647," 周二现货黄金亚盘早盘一度拉升近5美元，日内最高上探1307.78美元。黄金近日从1236美元低点开始连续拉升，截至目前已经上涨5.76%（或上涨71.18美元）。
基..."
黄金今日关注：新的做空机会将至 金价或跌至1200美元？,2018年6月29日,https://cn.investing.com/news/commodities-news/article-519250,英为财情Investing.com – 现货黄金周五亚洲早盘继续维持弱势，此前连续收跌4个交易日后，目前，在跌破1250美元整数关口后继续向下试探更低低位，已经创下了去年12月美联储加息以...
黄金今日关注：遭美元拉涨暴击 金价后市或仍有支撑,2018年6月19日,https://cn.investing.com/news/commodities-news/article-518353,"英为财情 周一亚洲早盘现货黄金从周五的暴跌中企稳回涨，目前报1282.53美元/盎司，涨0.32%.此前，金价受到美元冲高的利空影响，遭到压制，一度跌超20美元。
上周..."
黄金今日关注：“非农夜”前夕 多空偃旗息鼓谨慎观望,2018年8月2日,https://cn.investing.com/news/commodities-news/article-521961,英为财情 周四现货黄金在亚洲早盘中有小幅反弹，但仍维持在1220美元下方徘徊。周三金价在美联储宣布维持利率决议不变后虽然短线上涨，但随后再次下跌至1220美元下方，目前空...
美联储方向不明似乎带来买入机会，黄金亚市走高,2017年8月17日,https://cn.investing.com/news/commodities-news/article-499639," 周三美联储纪要给年内第三次加息带来疑惑，造成美联储利率政策不明朗化，周四亚市，贵金属上扬。
纽交所12月交割的黄金期货升0.80%报$1,293.21美元。
美联储..."
期货 - 美联储主席耶伦怀俄明讲话在即，黄金亚市窄幅波动,2016年8月26日,https://cn.investing.com/news/commodities-news/article-196880," 周五亚市，市场等待美联储主席稍后可能设定基调的讲话，黄金窄幅波动。
纽交所12月交割的铜期货升0.10%报$2.078美元。
早前日本数据显示，7月全国CPI下跌0..."
黄金今日关注：贸易危机支撑金价 多空双方静待非农数据,2018年6月1日,https://cn.investing.com/news/commodities-news/article-517060,英为财情 现货黄金今日仍维持在1300位置附近交投，本周以来，金价一直试图站稳1300整数关口，但是受到强势美元的压制，难以突破，不过，欧洲的危机，及全球范围内对贸易战的...
期货 - 美国GDP在即，黄金疲弱整理；杰克森霍尔为焦点,2015年8月27日,https://cn.investing.com/news/commodities-news/article-171257," 周四市场关注美国第二季度GDP终值以了解其经济强度，黄金几乎未变。
纽交所12月黄金期货升$1.10，升幅0.1%，报$1,125.70。
周四东部时间上午8:30..."
期货 - 美国通胀数据在即，加沙、乌克兰为焦点，黄金白银下跌,2014年7月22日,https://cn.investing.com/news/commodities-news/article-140111, 周二投资者关注稍后美国重磅数据以了解其经济强度和未来货币政策动向更多线索，黄金和白银期货走低。欧洲早盘，纽交所8月交割的白银跌8.7美分，跌幅0.41%，至每金衡盎司$...
黄金今日关注：美国CPI数据拖累美元 地缘政治危机支撑金价上涨,2018年5月11日,https://cn.investing.com/news/commodities-news/article-515277,英为财情 周五亚洲早盘，现货黄金开盘表现平淡，随后在1320美元/盎司一线维持窄幅震荡格局，目前报1319.57美元，跌0.14%。上一交易日，金价一改此前横盘震荡走势，...
黄金向1300美元关口发起挑战 本周仍关注税改前景,2017年11月20日,https://cn.investing.com/news/商品-期货新闻/article-504608," 周一现货黄金亚市早盘，微幅下滑至1291美元/盎司附近交投，美元上涨令其承压，但金价仍距离上一个交易日所触及的近一个月高位不远。
展望本周，伴随着美国税改前景不明朗、..."
黄金市场本周展望：期金连涨4周 后市继续关注股市动态和地缘政治风险,2018年10月29日,https://cn.investing.com/news/commodities-news/article-529029,"英为财情Investing.com – 周一欧市盘初，期货黄金价格走低，今日关注美联储首选通胀指标核心PCE物价指数，市场预期通胀将维持在美联储的2%的目标水平不变。
本周，贵金属交易员..."
期货 - 瑞士拒绝黄金公投，黄金期货走低,2014年12月1日,https://cn.investing.com/news/commodities-news/article-154749," 瑞士表决反对瑞士央行增持黄金储备，周一金价走低。
欧洲早盘，纽交所2月交割的黄金期货跌至11月7日以来最低$1,141.80，跌幅2.86%，随后至$1,155.60..."
黄金今日关注：美元走强致金价承压 黄金空头持仓刷新记录新高,2018年8月7日,https://cn.investing.com/news/commodities-news/article-522295,英为财情 现货黄金周二在亚洲早盘时段总体维持在昨日收出的17个月以来低点位置徘徊，目前报1208.88美元/盎司。虽然盘初有所上涨，但美元走势获得支撑，限制了黄金多头的兴...
期货 - 黄金跌至5年新低,2015年7月24日,https://cn.investing.com/news/commodities-news/article-168758," 昨日数据显示美国初请人数跌至1973年以来最低，同时希腊积极消息也给黄金以打击，周五欧洲早盘，黄金跌至5年新低。
纽交所8月交割的黄金期货跌0.96%，报每金衡盎司$..."
期货 - 美元强势，黄金走稳,2016年1月22日,https://cn.investing.com/news/commodities-news/article-181722," 周五欧洲早盘，黄金持稳，但美元强势继续影响贵金属需求，黄金涨幅受限。
纽交所2月交割的黄金期货持稳报每金衡盎司$1,097.60。
周四2月合约收跌0.72%，报$..."
黄金下跌，但跌幅受限,2017年6月30日,https://cn.investing.com/news/commodities-news/article-497281," 周五由于昨日乐观美国增长数据继续影响，黄金走低，但几大央行行长的鹰派讲话限制了美元涨幅。
纽交所8月交割的黄金期货跌0.08%，报每金衡盎司$1,244.91美元。
..."
期货 - 美元回升，黄金走低,2016年1月8日,https://cn.investing.com/news/commodities-news/article-180687," 周五中国央行9日来首日设定较高的人民币汇率，美元温和走强，黄金下跌，从2个月高点回落。
纽交所2月交割的黄金期货跌0.71%，报每金衡盎司$1,099.90。
周四..."
期货 - 美元弱势，黄金走高,2015年10月23日,https://cn.investing.com/news/commodities-news/article-175248," 周五美元因为获利回吐走弱，黄金欧洲早盘走高，但预计涨幅受限。
纽交所12月交割的黄金期货升0.37%，报每金衡盎司$1,170.40。
周四12月合约收跌0.09%..."
期货 - 非农在即，黄金走高,2015年2月6日,https://cn.investing.com/news/commodities-news/article-158314," 周五市场等待稍后美国非农就业报告，同时希腊担忧继续影响市场信心，黄金走强。
纽交所4月交割的黄金期货报每金衡盎司$1,267.60，升0.39%。
周四4月合约收跌..."
期货 - 市场关注中国PMI，黄金亚市上扬,2016年3月1日,https://cn.investing.com/news/commodities-news/article-184266," 周一中国发布意外措施以提升银行系统流动性，引发对于全球货币政策更多宽松的预期，周二亚市，黄金走高。
纽交所4月交割的黄金期货报每金衡盎司1,242.00美元，升0.6..."
期货 - 中国PMI疲弱，黄金亚市大涨,2016年3月1日,https://cn.investing.com/news/commodities-news/article-184276," 周一中国发布意外措施以提升银行系统流动性，同时周二中国PMI数据疲弱，引发对于全球货币政策更多宽松的预期，亚市黄金走高。
纽交所4月交割的黄金期货报每金衡盎司1,24..."
期货 - 美联储为焦点，黄金亚市微跌,2015年10月21日,https://cn.investing.com/news/commodities-news/article-175029," 周三市场关注本月稍后美联储政策会议，金价亚市稳中有跌。
纽交所12月交割的黄金期货几乎持平报每金衡盎司$1,177.00，跌0.04%。
纽交所12月交割的铜跌0...."
美元走弱，黄金期货走高,2017年6月23日,https://cn.investing.com/news/commodities-news/article-496918," 周五美元走弱，同时美联储未来加息步伐不确定性再现，金价走高。
纽交所8月交割的黄金期货升0.47%，报每金衡盎司$1,255.23美元。
周四8月合约收涨0.29%..."
黄金期货 - 一周展望： 2月8日到12日,2016年2月7日,https://cn.investing.com/news/commodities-news/article-182784," 周五美国发布喜忧参半就业数据，就业增长放缓但工资增长加速，黄金期货收高。
纽约商品交易所大宗商品交易部四月交割的黄金报1,157.8美元，升20美分，周四报收1,15..."
黄金：日内飙升,2016年2月11日,https://cn.investing.com/news/commodities-news/article-182977,因股市下跌以及利率低企，黄金现货价格周四继续飙升，目前涨幅近3%，目前报1236.20美元/盎司。自1月以来，黄金价格已经上涨15%，随着一些央行采取负利率政策，黄金的吸引力有所增强。 周四瑞典央行意...
期货 - 市场关注美联储会议，黄金下跌,2015年12月8日,https://cn.investing.com/news/commodities-news/article-178541," 周二黄金微跌，因市场关注本月稍后美联储政策会议结果。
尽管普遍预计美联储将在15-16日的会议上加息，但预计将为缓慢加息。
市场认为缓慢加息相比快速加息来说对于金价..."
期货 - 市场猜测美国就业数据，黄金亚市走弱,2016年3月3日,https://cn.investing.com/news/commodities-news/article-184484," 周末美国将发布就业数据，市场对于利率方向产生分歧，周四亚市，黄金下跌，白银走高。
纽交所4月交割的黄金期货报每金衡盎司1,240.00美元，跌0.14%。
纽交所3..."
期货 - 美国就业报告为焦点，黄金亚市走高,2016年3月4日,https://cn.investing.com/news/commodities-news/article-184601," 周五美国非农报告将确定对于美联储今年加息的看法，也是黄金走高。
纽交所4月交割的黄金期货报每金衡盎司1,259.60美元，升0.11%。
纽交所3月交割的铜持平报每..."
期货 - 市场关注美国CPI数据，黄金亚市上扬,2015年10月15日,https://cn.investing.com/news/commodities-news/article-174635," 周三市场关注稍后美国CPI，黄金维持昨日涨势。
纽交所12月交割的黄金期货报每金衡盎司$1,184，升0.36%。
纽交所12月交割的铜跌0.01%至每磅$2.41..."
期货 - 中国休市，美联储纪要为焦点，黄金亚市走弱,2015年10月6日,https://cn.investing.com/news/commodities-news/article-173966," 周二中国继续休市，同时市场关注美联储9月会议纪要，黄金亚市走低。
纽交所12月交割的黄金期货报每金衡盎司$1,135.70，跌0.17%。
纽交所12月交割的铜跌0..."
黄金∶ADP预示非农向好，黄金承压迎大考,2015年7月2日,https://cn.investing.com/news/commodities-news/article-167095,周四亚市早盘，国际美国6月非农打下良好信心基础。彭博经济学家表示，ADP报告暗示非农就业人数可能超出预期。美银美林则认为本次的非农人数可能增幅可能较前值放缓，预计增加22万，失业率可能为5.4%。德意...
期货 - 中国PMI数据好淡不一，黄金、铜期货亚市走高,2015年12月1日,https://cn.investing.com/news/commodities-news/article-177994," 周二中国两份制造业数据好淡不一，但都在负面区域，黄金亚市温和走高。
纽交所2月交割的黄金期货报每金衡盎司$1,067.90，升0.24%。
纽交所12月交割的铜升0..."
期货 - 投资者再度审视美联储决议，黄金亚市走稳,2015年9月22日,https://cn.investing.com/news/commodities-news/article-173022," 周二亚市黄金走稳，对于投资者几乎没有动力，因是市场再次审视美联储下月升息的可能性。
纽交所12月交割的黄金期货几乎持平报每金衡盎司$1,133。
12月白银跌0.2..."
期货 - 财新PMI跌至78个月低点，黄金亚市走弱,2015年9月23日,https://cn.investing.com/news/commodities-news/article-173122," 周三中国发布疲弱财新制造业指数，表明贵金属需求可能疲弱，黄金亚市下跌。
9月财新制造业指数跌至47，为78个月低点，8月为47.3。
纽交所12月交割的黄金期货报每..."
黄金∶美元升势重返，未阻黄金五连阳,2015年5月19日,https://cn.investing.com/news/commodities-news/article-163755,周二亚市早盘，国际现货黄金盘初徘徊於1224美元/盎司一线，承压於美元涨势，尽数回吐昨日升幅至1220附近，目前报1221.68美元/盎司。  芝加哥联储主席查尔斯埃文斯周一称，仍倾向於2016年年初...
期货 - 中国刺激希望，全球股市大涨，黄金期货走低,2016年1月19日,https://cn.investing.com/news/commodities-news/article-181424," 周二黄金期货微跌，因全球股市回升减弱了避险资产需求。
周二数据显示中国第四季度增长与预期相符，引发对于世界第二大经济体将采取更多刺激措施的预期，全球股市大涨。
截至..."
黄金∶避险明显放缓，黄金跌势再续,2015年8月27日,https://cn.investing.com/news/commodities-news/article-171227,全球避险情绪明显有所缓和，美国三大指数纷纷上扬，加之周三公布的美国数据表现强劲，美元重返上行，黄金延续上一交易日弱势，收跌逾1%。黄金失守1130支撑，美元指数回升至95关口上方。详情请见∶http:...
黄金/白银/铜期货 – 一周展望： 9月7日到11日,2015年9月6日,https://cn.investing.com/news/commodities-news/article-171870," 周五美国发布稳定非农数据，市场继续揣测美联储升息时间，黄金期货跌至逾2周低点。
劳工部称上月美国就业增长173,000，低于预期的增长220,000，并低于7月的24..."
黄金∶数据为王，黄金多头获加冕,2015年5月18日,https://cn.investing.com/news/commodities-news/article-163690,周一亚市盘中，国际现货黄金自高位小幅回落至日内低点1221附近，目前报1223.67美元/盎司。  周五公布的美国4月工业产出月率下降0.3%，为连续第五个月下降；预期上升0.1%，前值由下降0.6%...
黄金∶美国数据施压，撼动黄金多头,2015年3月31日,https://cn.investing.com/news/commodities-news/article-161125,"周二国际现货黄金开盘交投於1186美元附近，目前报1182.91美元/盎司。周五美联储主席关於年内加息的讲话令金价转身下跌，周一美国数据再度加压金价，现货黄金连续两个交易日收跌。
隔夜数据显示，美国..."
黄金在美联储加息大跌后亚市回升,2016年12月16日,https://cn.investing.com/news/commodities-news/article-204471," 周五亚市，黄金上扬，从昨日低点回升，但由于美元强势以及风险资产偏好走强，黄金弱势依旧。
纽交所2月交割的黄金期货报每金衡盎司$1,132.95，升0.28%。
纽交..."
黄金：保值资产重回视线，黄金表现抢眼,2015年8月12日,https://cn.investing.com/news/commodities-news/article-170133,中国央行周二宣布下调人民币中间价，人民币汇率跌至近三年最低水平，大宗商品市场随即大幅承压，中国作为黄金主要消费国之一，人民币下跌将损害中国消费者购买力，黄金一度急跌后得益于避险需求的最终拉动而收复失地...
黄金：美国CPI接棒耶伦，黄金低位苦挣扎,2015年7月17日,https://cn.investing.com/news/commodities-news/article-168219,金价于低位徘徊不前，同时持续遭受美联储加息预期的重压，连续四日收跌的美国6月CPI的公布，黄金不堪重压或是低谷反弹有待关注。详情请见：http://www.dailyfx.com.hk/metal/2...
期货 - 预计美联储加息，黄金亚市上扬,2016年12月14日,https://cn.investing.com/news/commodities-news/article-204252," 周三亚市，金价走高，市场预计美联储将在年内首次加息。
纽交所2月交割的黄金期货报每金衡盎司$1,278.10，升0.24%。
大宗商品交易部铜持平报每磅$2.597..."
期货 - 获利回吐，黄金期货下跌,2016年9月23日,https://cn.investing.com/news/commodities-news/article-198754," 周五黄金掉头向下，因投资者锁定昨日金价由于美联储按兵不动而涨至2周半高点的利润。
纽交所12月交割的黄金期货跌0.45%，报每金衡盎司$1,338.65美元。
周四..."
期货 - 美国加息预期，黄金下跌,2016年9月12日,https://cn.investing.com/news/commodities-news/article-197992," 周一黄金走低，因美联储委员罗森格伦讲话导致美联储近期加息升温。
纽交所12月交割的黄金期货跌0.12%，报每金衡盎司$1,332.90美元。
周四12月合约收跌0...."
期货 - 美联储声明在即，黄金白银下跌,2014年6月18日,https://cn.investing.com/news/commodities-news/article-139156, 周三市场期待稍后美联储政策声明，黄金白银谨慎中走低。纽交所8月交割的铜期货持平报每磅$3.061。
期货 - 市场信心改善，黄金跌30美元,2016年2月15日,https://cn.investing.com/news/commodities-news/article-183175," 周一投资者重拾信心并回转到风险资产，黄金以大跌开始本周。
截至13:35GMT，即8:35AM ET，纽交所大宗商品交易部4月交割的黄金下跌多达31.30美元至低点1..."
期货 - 聚焦美国非农，黄金走低,2016年9月2日,https://cn.investing.com/news/commodities-news/article-197445," 周五市场焦点转向美国非农，希望从中了解美联储是否今年加息更多线索，黄金走低。
纽交所12月交割的黄金期货跌0.24%，报每金衡盎司$1,314.05美元，近隔夜4日高..."
外汇 - 美国非农报告在即，黄金攀升,2015年8月7日,https://cn.investing.com/news/commodities-news/article-169817," 周五市场等待稍后美国非农报告，黄金从昨日5年半低点回升。
纽交所12月交割的黄金期货升0.53%，报每金衡盎司$1,095.80。
周四12月合约收涨0.41%，报..."
期货 - 全球股市回升，黄金跌逾20美元,2016年2月15日,https://cn.investing.com/news/commodities-news/article-183156," 周一全球股市回升，贵金属避险偏好减弱，金价大幅走低。
截至08:00GMT，即3:00AM ET，纽交所大宗商品交易部4月交割的黄金跌至低点1,212.50美元，随后..."
期货 - 耶伦证词在即，黄金跌逾10美元,2016年2月10日,https://cn.investing.com/news/commodities-news/article-182908," 周三市场关注稍后美联储主席耶伦的证词以了解未来加息方面更多信息，黄金欧盘走低。
耶伦将在15:00GMT，即10:00AM ET在众院金融服务委员会就经济发表证词。
..."
美国就业数据为焦点，黄金几乎未变,2017年5月31日,https://cn.investing.com/news/commodities-news/article-214006," 周三出于对美联储下月加息的预期，市场等待周末美国就业报告，黄金持稳。
纽交所6月交割的黄金期货持平报每金衡盎司$1,262.48。
周二6月合约收跌0.47%，报$..."
期货 - 风险规避，黄金亚市早盘走强,2015年1月5日,https://cn.investing.com/news/commodities-news/article-156389," 周一避险需求为焦点，亚市早盘金价走高。
纽交所2月交割的黄金期货报每金衡盎司$1,188.30，升0.18%。
上周五投资者在金价触及一个月低点后回到市场，黄金期货..."
期货 - 美国数据在即，黄金近一年高点,2016年3月4日,https://cn.investing.com/news/commodities-news/article-184625," 周五市场关注稍后美国非农就业报告以了解美联储下一政策措施更多线索，欧洲早盘，黄金近昨日一年高点。
纽交所4月交割的黄金期货报每金衡盎司1,260.90美元，升0.25..."
"期货 - 黄金走高，但未能到$1,200之上",2014年12月22日,https://cn.investing.com/news/commodities-news/article-155933," 周一金价走高，但由于美元持续强势，金价未能升破重要$1,200。
纽交所2月交割的黄金期货报每金衡盎司$1,200.10，升0.34%。
2月合约周五收涨0.03%..."
期货 - 美元重新走强，黄金下跌,2016年2月5日,https://cn.investing.com/news/commodities-news/article-182725," 周五稍后美国将发布万众瞩目的就业报告，美元走强，黄金下跌，但仍近3个月高点。
纽交所4月交割的黄金期货报每金衡盎司$1,155.10，跌0.21%。
周四4月合约收..."
期货 - 美国加息预期，黄金下跌,2015年12月11日,https://cn.investing.com/news/commodities-news/article-178858," 周五由于对美联储下周加息的预期，美元得到支持，黄金欧洲早盘走低。
纽交所2月交割的黄金期货跌0.20%，报每金衡盎司$1,069.90。
周四2月合约收跌0.42%..."
期货 - 黄金几乎未变，预计走高,2016年9月30日,https://cn.investing.com/news/commodities-news/article-199210," 周五黄金几乎未变，因美国好淡不一数据影响到美元，同时对于欧洲银行业持续担忧是的投资者转向避险资产。
纽交所12月交割的黄金期货持平报每金衡盎司$1,338.65美元。..."
期货 - 黄金走低，但仍近2周高点,2016年8月19日,https://cn.investing.com/news/commodities-news/article-196367," 周五黄金下跌，但仍近2周高点，因美联储最新政策会议纪要继续影响美元。
纽交所12月交割的黄金期货跌0.26%，报每金衡盎司$1,353.65美元，近隔夜2周够爱单$1..."
期货 - 黄金走稳近2周低点,2016年10月3日,https://cn.investing.com/news/commodities-news/article-199299," 周一黄金持稳近2周低点，因德意志银行担忧缓解，市场信心改善。
纽交所12月交割的黄金期货持平报每金衡盎司$1,318.50美元。
周四12月合约收跌0.67%，报$..."
